TEST_ID,DATASET,COLUMN,QUALITY_DIMENSION,RULE,EXPECTED,ACTUAL,FAILED_COUNT,FAILURE_RATE,SEVERITY,STATUS
DQ-DATEPARSE-0006,order_items,shipping_limit_date,Validity,Non-null date values must be parseable as datetime,0 unparseable non-null values,0 unparseable values,0,0.0,NONE,PASS
DQ-DATEPARSE-0007,reviews,review_creation_date,Validity,Non-null date values must be parseable as datetime,0 unparseable non-null values,0 unparseable values,0,0.0,NONE,PASS
DQ-DATEPARSE-0008,reviews,review_answer_timestamp,Validity,Non-null date values must be parseable as datetime,0 unparseable non-null values,0 unparseable values,0,0.0,NONE,PASS
DQ-CHRON-0001,orders,order_purchase_timestamp -> order_approved_at,Consistency,Approval should not occur before purchase,Chronological order must be valid,0 chronology violations,0,0.0,NONE,PASS
DQ-CHRON-0002,orders,order_purchase_timestamp -> order_delivered_carrier_date,Consistency,Carrier delivery should not occur before purchase,Chronological order must be valid,166 chronology violations,166,0.1669,HIGH,FAIL
DQ-CHRON-0003,orders,order_purchase_timestamp -> order_delivered_customer_date,Consistency,Customer delivery should not occur before purchase,Chronological order must be valid,0 chronology violations,0,0.0,NONE,PASS
DQ-CHRON-0004,orders,order_delivered_carrier_date -> order_delivered_customer_date,Consistency,Customer delivery should not occur before carrier delivery,Chronological order must be valid,23 chronology violations,23,0.0231,HIGH,FAIL
DQ-FK-0001,orders,customer_id,Referential Integrity,Order customer_id must exist in customers.customer_id,All non-null child keys match parent keys,0 orphan records,0,0.0,NONE,PASS
DQ-FK-0002,order_items,order_id,Referential Integrity,Order item order_id must exist in orders.order_id,All non-null child keys match parent keys,0 orphan records,0,0.0,NONE,PASS
DQ-FK-0003,order_items,product_id,Referential Integrity,Order item product_id must exist in products.product_id,All non-null child keys match parent keys,0 orphan records,0,0.0,NONE,PASS
DQ-FK-0004,order_items,seller_id,Referential Integrity,Order item seller_id must exist in sellers.seller_id,All non-null child keys match parent keys,0 orphan records,0,0.0,NONE,PASS
DQ-FK-0005,payments,order_id,Referential Integrity,Payment order_id must exist in orders.order_id,All non-null child keys match parent keys,0 orphan records,0,0.0,NONE,PASS
DQ-FK-0006,reviews,order_id,Referential Integrity,Review order_id must exist in orders.order_id,All non-null child keys match parent keys,0 orphan records,0,0.0,NONE,PASS
DQ-CAT-0001,orders,order_status,Conformity,Order status values must use the defined categorical domain,"Allowed values=['approved', 'canceled', 'created', 'delivered', 'invoiced', 'processing', 'shipped', 'unavailable']",0 invalid values; examples=[],0,0.0,NONE,PASS
DQ-CAT-0002,payments,payment_type,Conformity,Payment type values must use the defined categorical domain,"Allowed values=['boleto', 'credit_card', 'debit_card', 'not_defined', 'voucher']",0 invalid values; examples=[],0,0.0,NONE,PASS
DQ-CAT-0003,customers,customer_state,Conformity,Customer state values must use Brazilian UF codes,"Allowed values=['AC', 'AL', 'AM', 'AP', 'BA', 'CE', 'DF', 'ES', 'GO', 'MA', 'MG', 'MS', 'MT', 'PA', 'PB', 'PE', 'PI', 'PR', 'RJ', 'RN', 'RO', 'RR', 'RS', 'SC', 'SE', 'SP', 'TO']",0 invalid values; examples=[],0,0.0,NONE,PASS
DQ-CAT-0004,sellers,seller_state,Conformity,Seller state values must use Brazilian UF codes,"Allowed values=['AC', 'AL', 'AM', 'AP', 'BA', 'CE', 'DF', 'ES', 'GO', 'MA', 'MG', 'MS', 'MT', 'PA', 'PB', 'PE', 'PI', 'PR', 'RJ', 'RN', 'RO', 'RR', 'RS', 'SC', 'SE', 'SP', 'TO']",0 invalid values; examples=[],0,0.0,NONE,PASS
DQ-CAT-0005,geolocation,geolocation_state,Conformity,Geolocation state values must use Brazilian UF codes,"Allowed values=['AC', 'AL', 'AM', 'AP', 'BA', 'CE', 'DF', 'ES', 'GO', 'MA', 'MG', 'MS', 'MT', 'PA', 'PB', 'PE', 'PI', 'PR', 'RJ', 'RN', 'RO', 'RR', 'RS', 'SC', 'SE', 'SP', 'TO']",0 invalid values; examples=[],0,0.0,NONE,PASS
DQ-TRANS-001,products,product_category_name,Referential Integrity,Non-null product categories should have a corresponding translation entry,All non-null categories covered by translation table,13 product rows without translation; 2 distinct categories,13,0.0395,MEDIUM,FAIL
DQ-ZIP-001,customers,customer_zip_code_prefix,Referential Integrity,Customer ZIP prefix should exist in geolocation,All non-null ZIP prefixes found in geolocation,278 ZIP prefixes without geolocation match,278,0.2796,LOW,FAIL
DQ-ZIP-002,sellers,seller_zip_code_prefix,Referential Integrity,Seller ZIP prefix should exist in geolocation,All non-null ZIP prefixes found in geolocation,7 ZIP prefixes without geolocation match,7,0.2262,LOW,FAIL
DQ-NUM-001,geolocation,geolocation_lat,Validity,Latitude must be between -90 and 90,-90 <= value <= 90,0 implausible coordinate values,0,0.0,NONE,PASS
DQ-NUM-002,geolocation,geolocation_lng,Validity,Longitude must be between -180 and 180,-180 <= value <= 180,0 implausible coordinate values,0,0.0,NONE,PASS
DQ-NUM-010,customers,customer_zip_code_prefix,Validity,ZIP code prefix must be a five-digit numeric range,0 <= ZIP prefix <= 99999,0 implausible ZIP prefixes,0,0.0,NONE,PASS
DQ-NUM-011,sellers,seller_zip_code_prefix,Validity,ZIP code prefix must be a five-digit numeric range,0 <= ZIP prefix <= 99999,0 implausible ZIP prefixes,0,0.0,NONE,PASS
DQ-NUM-012,geolocation,geolocation_zip_code_prefix,Validity,ZIP code prefix must be a five-digit numeric range,0 <= ZIP prefix <= 99999,0 implausible ZIP prefixes,0,0.0,NONE,PASS
